CustomerID,FullName,Region,TotalOrders,TotalRevenue,TotalRevenuePerRegion,TotalOrdersPerRegion,AverageOrderValue,TotalQuantityPurchased,TotalProductsPurchased,FirstPurchaseDate,LastPurchaseDate,CustomerLifespanMonths,AverageMonthlySpend,CustomerSegment
22600,Maurice Kumar,United Kingdom,1,1735.98,7670721.035475045,3219,1735.98,2,2,2014-05-18,2014-05-18,0,1735.98,Regular
17386,Alexandra Scott,Northwest,1,1735.98,16084942.547585148,4594,1735.98,2,2,2013-11-13,2013-11-13,0,1735.98,Regular
21297,Melanie Murphy,Northwest,1,1735.98,16084942.547585148,4594,1735.98,2,2,2014-05-18,2014-05-18,0,1735.98,Regular
17533,Fernando Baker,Northwest,1,1735.98,16084942.547585148,4594,1735.98,2,2,2013-12-27,2013-12-27,0,1735.98,Regular
21291,Rachel Morris,Northwest,1,1735.98,16084942.547585148,4594,1735.98,2,2,2014-05-21,2014-05-21,0,1735.98,Regular
17042,Tyler Jackson,Northwest,1,1735.98,16084942.547585148,4594,1735.98,2,2,2013-10-27,2013-10-27,0,1735.98,Regular
22518,Jillian Sai,United Kingdom,1,1735.98,7670721.035475045,3219,1735.98,2,2,2014-04-17,2014-04-17,0,1735.98,Regular
22434,Billy Schmidt,United Kingdom,1,1735.98,7670721.035475045,3219,1735.98,2,2,2014-03-20,2014-03-20,0,1735.98,Regular
17167,Thomas Jenkins,Northwest,1,1735.98,16084942.547585148,4594,1735.98,2,2,2013-11-16,2013-11-16,0,1735.98,Regular
18857,Sebastian Sanders,Northwest,1,1735.98,16084942.547585148,4594,1735.98,2,2,2014-05-22,2014-05-22,0,1735.98,Regular
20703,Seth White,Northwest,1,1735.98,16084942.547585148,4594,1735.98,2,2,2014-01-08,2014-01-08,0,1735.98,Regular
17564,Julia West,Northwest,1,1735.98,16084942.547585148,4594,1735.98,2,2,2013-12-07,2013-12-07,0,1735.98,Regular
19125,Cameron Russell,Northwest,1,1735.98,16084942.547585148,4594,1735.98,2,2,2014-05-03,2014-05-03,0,1735.98,Regular
22452,Carly Deng,United Kingdom,1,1735.98,7670721.035475045,3219,1735.98,2,2,2014-01-29,2014-01-29,0,1735.98,Regular
29989,Joseph Matthews,France,4,1732.734,7251555.646926051,2672,433.18,6,4,2012-09-30,2014-03-31,18,96.26,Loyal
17621,Brianna Price,Southwest,1,1732.26,24184609.600810263,6224,1732.26,4,4,2014-01-19,2014-01-19,0,1732.26,Regular
18568,Mya Bennett,Southwest,1,1732.26,24184609.600810263,6224,1732.26,4,4,2014-04-18,2014-04-18,0,1732.26,Regular
18562,Mary Wright,Southwest,1,1732.26,24184609.600810263,6224,1732.26,4,4,2014-03-12,2014-03-12,0,1732.26,Regular
26828,Stephanie Rivera,France,1,1732.26,7251555.646926051,2672,1732.26,4,4,2014-04-06,2014-04-06,0,1732.26,Regular
26958,Jerry Xu,France,1,1732.26,7251555.646926051,2672,1732.26,4,4,2014-05-25,2014-05-25,0,1732.26,Regular
16797,Evan Reed,Northwest,1,1732.26,16084942.547585148,4594,1732.26,4,4,2013-06-10,2013-06-10,0,1732.26,Regular
24710,Brandy Malhotra,Germany,1,1732.26,4915407.595885038,2623,1732.26,4,4,2013-08-13,2013-08-13,0,1732.26,Regular
18233,Mackenzie Bailey,Northwest,1,1732.26,16084942.547585148,4594,1732.26,4,4,2014-03-01,2014-03-01,0,1732.26,Regular
17163,Edward Adams,Southwest,1,1732.26,24184609.600810263,6224,1732.26,4,4,2013-11-27,2013-11-27,0,1732.26,Regular
22467,Neil Alvarez,United Kingdom,1,1732.26,7670721.035475045,3219,1732.26,4,4,2014-03-18,2014-03-18,0,1732.26,Regular
22526,Jamie Moreno,United Kingdom,1,1732.26,7670721.035475045,3219,1732.26,4,4,2014-04-21,2014-04-21,0,1732.26,Regular
22418,Jacob Smith,United Kingdom,1,1732.26,7670721.035475045,3219,1732.26,4,4,2014-01-09,2014-01-09,0,1732.26,Regular
20684,Olivia Lee,Southwest,1,1729.97,24184609.600810263,6224,1729.97,3,3,2013-12-25,2013-12-25,0,1729.97,Regular
20709,Samuel Evans,Southwest,1,1729.97,24184609.600810263,6224,1729.97,3,3,2014-01-05,2014-01-05,0,1729.97,Regular
21265,Richard Stone,Southwest,1,1729.97,24184609.600810263,6224,1729.97,3,3,2014-02-04,2014-02-04,0,1729.97,Regular
16889,Daniel Rodriguez,Southwest,1,1729.97,24184609.600810263,6224,1729.97,3,3,2013-08-10,2013-08-10,0,1729.97,Regular
24210,Ricardo Shan,Germany,1,1729.97,4915407.595885038,2623,1729.97,3,3,2013-08-25,2013-08-25,0,1729.97,Regular
17871,Sydney Patterson,Northwest,1,1729.97,16084942.547585148,4594,1729.97,3,3,2014-02-28,2014-02-28,0,1729.97,Regular
16974,Paige Rivera,Northwest,1,1729.97,16084942.547585148,4594,1729.97,3,3,2013-09-09,2013-09-09,0,1729.97,Regular
18227,Miranda Diaz,Northwest,1,1729.97,16084942.547585148,4594,1729.97,3,3,2014-03-01,2014-03-01,0,1729.97,Regular
18616,Spencer Butler,Southwest,1,1729.97,24184609.600810263,6224,1729.97,3,3,2014-04-28,2014-04-28,0,1729.97,Regular
17372,Sarah Long,Canada,1,1729.97,16355770.454862092,4067,1729.97,3,3,2014-02-12,2014-02-12,0,1729.97,Regular
16791,Leonard Yuan,Canada,1,1729.97,16355770.454862092,4067,1729.97,3,3,2013-10-23,2013-10-23,0,1729.97,Regular
16886,Aidan Flores,Northwest,1,1729.97,16084942.547585148,4594,1729.97,3,3,2013-07-07,2013-07-07,0,1729.97,Regular
19002,Alexis Thompson,Northwest,1,1729.97,16084942.547585148,4594,1729.97,3,3,2014-05-12,2014-05-12,0,1729.97,Regular
19120,Caleb Sharma,Northwest,1,1729.97,16084942.547585148,4594,1729.97,3,3,2014-05-14,2014-05-14,0,1729.97,Regular
17445,Natasha Hernandez,Southwest,1,1729.97,24184609.600810263,6224,1729.97,3,3,2013-11-08,2013-11-08,0,1729.97,Regular
18798,Andrea Allen,Southwest,1,1728.27,24184609.600810263,6224,1728.27,3,3,2014-04-02,2014-04-02,0,1728.27,Regular
17142,Seth Flores,Southwest,1,1728.27,24184609.600810263,6224,1728.27,3,3,2013-10-26,2013-10-26,0,1728.27,Regular
19109,Jade Brooks,Southwest,1,1728.27,24184609.600810263,6224,1728.27,3,3,2014-05-17,2014-05-17,0,1728.27,Regular
26867,Danny Romero,Germany,1,1728.27,4915407.595885038,2623,1728.27,3,3,2014-05-05,2014-05-05,0,1728.27,Regular
16807,Virginia Suri,Southwest,1,1728.27,24184609.600810263,6224,1728.27,3,3,2013-06-16,2013-06-16,0,1728.27,Regular
21271,Thomas Wang,Southwest,1,1728.27,24184609.600810263,6224,1728.27,3,3,2014-03-19,2014-03-19,0,1728.27,Regular
16879,Morgan Taylor,Northwest,1,1728.27,16084942.547585148,4594,1728.27,3,3,2013-07-29,2013-07-29,0,1728.27,Regular
16804,Adam Zhang,Northwest,1,1728.27,16084942.547585148,4594,1728.27,3,3,2013-06-17,2013-06-17,0,1728.27,Regular
18409,Olivia Washington,Southwest,1,1728.27,24184609.600810263,6224,1728.27,3,3,2014-03-01,2014-03-01,0,1728.27,Regular
26829,Morgan Evans,Germany,1,1728.27,4915407.595885038,2623,1728.27,3,3,2014-05-26,2014-05-26,0,1728.27,Regular
17358,Sydney Bell,Southwest,1,1728.27,24184609.600810263,6224,1728.27,3,3,2013-11-14,2013-11-14,0,1728.27,Regular
17269,Kevin Russell,Northwest,1,1728.27,16084942.547585148,4594,1728.27,3,3,2013-11-02,2013-11-02,0,1728.27,Regular
18790,Julia Martin,Northwest,1,1728.27,16084942.547585148,4594,1728.27,3,3,2014-04-20,2014-04-20,0,1728.27,Regular
22456,Brittney Guo,United Kingdom,1,1728.27,7670721.035475045,3219,1728.27,3,3,2014-03-19,2014-03-19,0,1728.27,Regular
19156,Julia Jenkins,Northwest,1,1728.27,16084942.547585148,4594,1728.27,3,3,2014-05-10,2014-05-10,0,1728.27,Regular
22635,Kristi Hernandez,United Kingdom,1,1728.27,7670721.035475045,3219,1728.27,3,3,2014-05-12,2014-05-12,0,1728.27,Regular
21268,Elizabeth Lewis,Southwest,1,1725.98,24184609.600810263,6224,1725.98,2,2,2014-03-09,2014-03-09,0,1725.98,Regular
18369,Mandy He,Southwest,1,1725.98,24184609.600810263,6224,1725.98,2,2,2014-03-14,2014-03-14,0,1725.98,Regular
18914,Felicia Ruiz,Southwest,1,1725.98,24184609.600810263,6224,1725.98,2,2,2014-05-14,2014-05-14,0,1725.98,Regular
17609,Charles Davis,Southwest,1,1725.98,24184609.600810263,6224,1725.98,2,2,2014-01-01,2014-01-01,0,1725.98,Regular
18056,Haley Price,Southwest,1,1725.98,24184609.600810263,6224,1725.98,2,2,2014-02-06,2014-02-06,0,1725.98,Regular
17480,Lucas Gonzalez,Southwest,1,1725.98,24184609.600810263,6224,1725.98,2,2,2013-11-17,2013-11-17,0,1725.98,Regular
25305,Ivan Rodriguez,Germany,1,1725.98,4915407.595885038,2623,1725.98,2,2,2013-09-13,2013-09-13,0,1725.98,Regular
18226,Joseph Walker,Northwest,1,1725.98,16084942.547585148,4594,1725.98,2,2,2014-03-22,2014-03-22,0,1725.98,Regular
18545,Ian Clark,Northwest,1,1725.98,16084942.547585148,4594,1725.98,2,2,2014-03-07,2014-03-07,0,1725.98,Regular
22396,Rebekah Patel,United Kingdom,1,1725.98,7670721.035475045,3219,1725.98,2,2,2014-01-10,2014-01-10,0,1725.98,Regular
17271,Sarah Griffin,Northwest,1,1725.98,16084942.547585148,4594,1725.98,2,2,2013-11-10,2013-11-10,0,1725.98,Regular
26390,Ivan Mehta,United Kingdom,1,1725.98,7670721.035475045,3219,1725.98,2,2,2014-01-04,2014-01-04,0,1725.98,Regular
18120,Isabella Martin,Southwest,1,1725.98,24184609.600810263,6224,1725.98,2,2,2014-02-06,2014-02-06,0,1725.98,Regular
17405,Tamara Wu,Northwest,1,1725.48,16084942.547585148,4594,1725.48,2,2,2013-11-20,2013-11-20,0,1725.48,Regular
19131,Mason Blue,Northwest,1,1725.48,16084942.547585148,4594,1725.48,2,2,2014-05-14,2014-05-14,0,1725.48,Regular
18362,Erin Howard,Canada,1,1725.21,16355770.454862092,4067,1725.21,5,5,2014-05-02,2014-05-02,0,1725.21,Regular
18086,Jaclyn Zeng,Southwest,1,1723.96,24184609.600810263,6224,1723.96,4,4,2014-02-11,2014-02-11,0,1723.96,Regular
18670,Melanie Bryant,Southwest,1,1723.96,24184609.600810263,6224,1723.96,4,4,2014-04-12,2014-04-12,0,1723.96,Regular
17597,Sarah Diaz,Northwest,1,1723.96,16084942.547585148,4594,1723.96,4,4,2014-01-20,2014-01-20,0,1723.96,Regular
29735,Michael Emanuel,France,4,1718.088,7251555.646926051,2672,429.52,5,4,2013-07-31,2014-05-01,10,171.81,Regular
17497,Maria Collins,Southwest,1,1717.26,24184609.600810263,6224,1717.26,4,4,2013-12-28,2013-12-28,0,1717.26,Regular
17660,Seth Young,Southwest,1,1714.97,24184609.600810263,6224,1714.97,3,3,2014-01-07,2014-01-07,0,1714.97,Regular
17568,Dylan Perry,Southwest,1,1714.97,24184609.600810263,6224,1714.97,3,3,2014-01-07,2014-01-07,0,1714.97,Regular
26854,Jonathan Hayes,France,1,1714.97,7251555.646926051,2672,1714.97,3,3,2014-04-06,2014-04-06,0,1714.97,Regular
16896,Natalie Perez,Southwest,1,1714.97,24184609.600810263,6224,1714.97,3,3,2013-08-16,2013-08-16,0,1714.97,Regular
18564,John Moore,Southwest,1,1714.97,24184609.600810263,6224,1714.97,3,3,2014-03-31,2014-03-31,0,1714.97,Regular
18608,Ian Phillips,Southwest,1,1714.97,24184609.600810263,6224,1714.97,3,3,2014-04-27,2014-04-27,0,1714.97,Regular
20666,Lacey Rai,Southwest,1,1714.97,24184609.600810263,6224,1714.97,3,3,2013-07-31,2013-07-31,0,1714.97,Regular
25323,Lance Diaz,Germany,1,1714.97,4915407.595885038,2623,1714.97,3,3,2013-11-21,2013-11-21,0,1714.97,Regular
17020,Ashley Bryant,Northwest,1,1714.97,16084942.547585148,4594,1714.97,3,3,2013-10-02,2013-10-02,0,1714.97,Regular
27305,Terry Nara,United Kingdom,1,1714.97,7670721.035475045,3219,1714.97,3,3,2014-05-17,2014-05-17,0,1714.97,Regular
17272,Mary Hernandez,Northwest,1,1714.97,16084942.547585148,4594,1714.97,3,3,2013-11-16,2013-11-16,0,1714.97,Regular
22637,Ana Alexander,United Kingdom,1,1714.97,7670721.035475045,3219,1714.97,3,3,2014-05-07,2014-05-07,0,1714.97,Regular
18059,Bailey Gonzalez,Northwest,1,1714.97,16084942.547585148,4594,1714.97,3,3,2014-02-07,2014-02-07,0,1714.97,Regular
29902,Robert Kelly,Southwest,5,1714.6947,24184609.600810263,6224,342.94,5,5,2012-07-31,2014-01-29,18,95.26,Loyal
18228,Adam Parker,Southwest,1,1709.98,24184609.600810263,6224,1709.98,2,2,2014-03-06,2014-03-06,0,1709.98,Regular
17567,Nathaniel Cook,Southwest,1,1709.98,24184609.600810263,6224,1709.98,2,2,2013-12-03,2013-12-03,0,1709.98,Regular
23939,Jodi Nara,France,1,1709.98,7251555.646926051,2672,1709.98,2,2,2013-09-06,2013-09-06,0,1709.98,Regular
24208,Sabrina Diaz,France,1,1709.98,7251555.646926051,2672,1709.98,2,2,2014-01-28,2014-01-28,0,1709.98,Regular
17025,Ryan Taylor,Canada,1,1709.98,16355770.454862092,4067,1709.98,2,2,2013-12-15,2013-12-15,0,1709.98,Regular
26227,Joe Gutierrez,Germany,1,1709.98,4915407.595885038,2623,1709.98,2,2,2014-03-30,2014-03-30,0,1709.98,Regular
17661,Natalie Smith,Southwest,1,1709.98,24184609.600810263,6224,1709.98,2,2,2014-01-06,2014-01-06,0,1709.98,Regular
17574,Punya Palit,Southwest,1,1709.98,24184609.600810263,6224,1709.98,2,2,2014-01-07,2014-01-07,0,1709.98,Regular
18438,Sheila Sanz,Southwest,1,1709.98,24184609.600810263,6224,1709.98,2,2,2014-03-25,2014-03-25,0,1709.98,Regular
17404,Gabriella Baker,Canada,1,1709.98,16355770.454862092,4067,1709.98,2,2,2014-02-24,2014-02-24,0,1709.98,Regular
22442,Trisha Sun,United Kingdom,1,1709.98,7670721.035475045,3219,1709.98,2,2,2014-03-29,2014-03-29,0,1709.98,Regular
18551,Chloe Hall,Northwest,1,1709.98,16084942.547585148,4594,1709.98,2,2,2014-03-01,2014-03-01,0,1709.98,Regular
16977,Noah Adams,Southwest,1,1709.98,24184609.600810263,6224,1709.98,2,2,2013-10-08,2013-10-08,0,1709.98,Regular
22451,Barbara Rai,United Kingdom,1,1709.98,7670721.035475045,3219,1709.98,2,2,2014-02-18,2014-02-18,0,1709.98,Regular
22594,Gabriella James,United Kingdom,1,1709.98,7670721.035475045,3219,1709.98,2,2,2014-04-06,2014-04-06,0,1709.98,Regular
17659,Jodi Tang,Northwest,1,1709.98,16084942.547585148,4594,1709.98,2,2,2014-01-04,2014-01-04,0,1709.98,Regular
16799,Stephanie Gonzales,Southwest,1,1700.99,24184609.600810263,6224,1700.99,1,1,2013-06-25,2013-06-25,0,1700.99,Regular
17548,Kaylee Adams,Southwest,1,1700.99,24184609.600810263,6224,1700.99,1,1,2013-12-21,2013-12-21,0,1700.99,Regular
18370,Tristan Flores,Southwest,1,1700.99,24184609.600810263,6224,1700.99,1,1,2014-03-16,2014-03-16,0,1700.99,Regular
26855,Carla Fernandez,France,1,1700.99,7251555.646926051,2672,1700.99,1,1,2014-04-04,2014-04-04,0,1700.99,Regular
24039,Cassie Xu,France,1,1700.99,7251555.646926051,2672,1700.99,1,1,2013-11-05,2013-11-05,0,1700.99,Regular
18679,Seth Wood,Northwest,1,1700.99,16084942.547585148,4594,1700.99,1,1,2014-04-22,2014-04-22,0,1700.99,Regular
13065,Morgan Gonzalez,Canada,1,1700.99,16355770.454862092,4067,1700.99,1,1,2013-11-07,2013-11-07,0,1700.99,Regular
24116,Pedro Martinez,France,1,1700.99,7251555.646926051,2672,1700.99,1,1,2013-11-13,2013-11-13,0,1700.99,Regular
19133,Logan Martinez,Northwest,1,1700.99,16084942.547585148,4594,1700.99,1,1,2014-05-13,2014-05-13,0,1700.99,Regular
19108,Haley Stewart,Northwest,1,1700.99,16084942.547585148,4594,1700.99,1,1,2014-05-10,2014-05-10,0,1700.99,Regular
18598,Norimichi Yonekura,Southwest,1,1700.99,24184609.600810263,6224,1700.99,1,1,2014-04-18,2014-04-18,0,1700.99,Regular
18439,Angela Coleman,Northwest,1,1700.99,16084942.547585148,4594,1700.99,1,1,2014-03-04,2014-03-04,0,1700.99,Regular
18363,Lucas Ward,Canada,1,1700.99,16355770.454862092,4067,1700.99,1,1,2014-05-22,2014-05-22,0,1700.99,Regular
18553,Alex Roberts,Northwest,1,1700.99,16084942.547585148,4594,1700.99,1,1,2014-03-07,2014-03-07,0,1700.99,Regular
17477,Miranda Griffin,Northwest,1,1700.99,16084942.547585148,4594,1700.99,1,1,2013-11-15,2013-11-15,0,1700.99,Regular
17620,Miranda Coleman,Northwest,1,1700.99,16084942.547585148,4594,1700.99,1,1,2014-01-03,2014-01-03,0,1700.99,Regular
17263,Julia Flores,Canada,1,1700.99,16355770.454862092,4067,1700.99,1,1,2014-01-17,2014-01-17,0,1700.99,Regular
16763,Juan Suarez,Canada,1,1700.99,16355770.454862092,4067,1700.99,1,1,2013-09-11,2013-09-11,0,1700.99,Regular
18556,Ruben Perez,Southwest,1,1700.99,24184609.600810263,6224,1700.99,1,1,2014-03-30,2014-03-30,0,1700.99,Regular
17690,Jenna Gonzalez,Southwest,1,1700.99,24184609.600810263,6224,1700.99,1,1,2014-02-02,2014-02-02,0,1700.99,Regular
18057,Logan Washington,Southwest,1,1700.99,24184609.600810263,6224,1700.99,1,1,2014-02-02,2014-02-02,0,1700.99,Regular
17614,Mason Cook,Southwest,1,1700.99,24184609.600810263,6224,1700.99,1,1,2014-01-09,2014-01-09,0,1700.99,Regular
17041,Connor Perry,Northwest,1,1700.99,16084942.547585148,4594,1700.99,1,1,2013-10-21,2013-10-21,0,1700.99,Regular
17858,Dalton Barnes,Canada,1,1700.99,16355770.454862092,4067,1700.99,1,1,2014-04-21,2014-04-21,0,1700.99,Regular
18866,Miguel Scott,Southwest,1,1700.99,24184609.600810263,6224,1700.99,1,1,2014-05-14,2014-05-14,0,1700.99,Regular
25497,Marcus Torres,Germany,1,1700.99,4915407.595885038,2623,1700.99,1,1,2014-01-23,2014-01-23,0,1700.99,Regular
18060,Sara Carter,Northwest,1,1700.99,16084942.547585148,4594,1700.99,1,1,2014-02-01,2014-02-01,0,1700.99,Regular
17608,Carlos Cooper,Northwest,1,1700.99,16084942.547585148,4594,1700.99,1,1,2014-01-06,2014-01-06,0,1700.99,Regular
26228,Carolyn Perez,Germany,1,1700.99,4915407.595885038,2623,1700.99,1,1,2014-03-16,2014-03-16,0,1700.99,Regular
18567,Madison Barnes,Southwest,1,1700.99,24184609.600810263,6224,1700.99,1,1,2014-04-18,2014-04-18,0,1700.99,Regular
18079,Victoria Martin,Southwest,1,1700.99,24184609.600810263,6224,1700.99,1,1,2014-02-16,2014-02-16,0,1700.99,Regular
17147,Jennifer Nelson,Canada,1,1700.99,16355770.454862092,4067,1700.99,1,1,2014-01-04,2014-01-04,0,1700.99,Regular
17476,Alexandria Stewart,Canada,1,1700.99,16355770.454862092,4067,1700.99,1,1,2014-03-02,2014-03-02,0,1700.99,Regular
19157,Eduardo Thompson,Northwest,1,1700.99,16084942.547585148,4594,1700.99,1,1,2014-05-28,2014-05-28,0,1700.99,Regular
16811,Luis Zhang,Northwest,1,1700.99,16084942.547585148,4594,1700.99,1,1,2013-07-30,2013-07-30,0,1700.99,Regular
22618,Rosa Cai,United Kingdom,1,1700.99,7670721.035475045,3219,1700.99,1,1,2014-05-08,2014-05-08,0,1700.99,Regular
22321,Alan Zeng,United Kingdom,1,1700.99,7670721.035475045,3219,1700.99,1,1,2014-01-12,2014-01-12,0,1700.99,Regular
22566,Damien Pal,United Kingdom,1,1700.99,7670721.035475045,3219,1700.99,1,1,2014-04-28,2014-04-28,0,1700.99,Regular
16920,Eduardo Stewart,Southwest,1,1700.99,24184609.600810263,6224,1700.99,1,1,2013-08-24,2013-08-24,0,1700.99,Regular
18639,Maria Scott,Northwest,1,1700.99,16084942.547585148,4594,1700.99,1,1,2014-04-28,2014-04-28,0,1700.99,Regular
17030,Emily Russell,Southwest,1,1700.99,24184609.600810263,6224,1700.99,1,1,2013-10-06,2013-10-06,0,1700.99,Regular
17021,Nicole Reed,Southwest,1,1700.99,24184609.600810263,6224,1700.99,1,1,2013-10-21,2013-10-21,0,1700.99,Regular
22439,Tracy Raji,United Kingdom,1,1700.99,7670721.035475045,3219,1700.99,1,1,2014-03-28,2014-03-28,0,1700.99,Regular
21679,Drew Yuan,United Kingdom,1,1700.99,7670721.035475045,3219,1700.99,1,1,2013-12-13,2013-12-13,0,1700.99,Regular
18229,Gabriella Ward,Southwest,1,1700.99,24184609.600810263,6224,1700.99,1,1,2014-03-28,2014-03-28,0,1700.99,Regular
16956,Austin Flores,Northwest,1,1700.99,16084942.547585148,4594,1700.99,1,1,2013-09-11,2013-09-11,0,1700.99,Regular
18645,Jordan Bryant,Northwest,1,1700.99,16084942.547585148,4594,1700.99,1,1,2014-04-09,2014-04-09,0,1700.99,Regular
17870,Melissa Price,Southwest,1,1700.99,24184609.600810263,6224,1700.99,1,1,2014-02-02,2014-02-02,0,1700.99,Regular
22427,Willie Sharma,United Kingdom,1,1700.99,7670721.035475045,3219,1700.99,1,1,2014-01-29,2014-01-29,0,1700.99,Regular
22468,Ruben Gonzalez,United Kingdom,1,1700.99,7670721.035475045,3219,1700.99,1,1,2014-04-18,2014-04-18,0,1700.99,Regular
22636,Stacey Zhu,United Kingdom,1,1700.99,7670721.035475045,3219,1700.99,1,1,2014-05-25,2014-05-25,0,1700.99,Regular
22599,Philip Gill,United Kingdom,1,1700.99,7670721.035475045,3219,1700.99,1,1,2014-04-13,2014-04-13,0,1700.99,Regular
29840,Andrew Hill,Canada,3,1691.88,16355770.454862092,4067,563.96,5,4,2013-07-31,2014-05-01,10,169.19,Regular
15489,Emily Thompson,Northwest,2,1685.45,16084942.547585148,4594,842.73,5,5,2012-12-06,2014-05-05,17,99.14,Loyal
15284,Jay Prasad,Southwest,2,1683.93,24184609.600810263,6224,841.97,6,6,2012-07-02,2014-04-18,21,80.19,Loyal
19192,Erika Ruiz,United Kingdom,2,1682.4075,7670721.035475045,3219,841.2,4,4,2012-07-25,2014-02-21,19,88.55,Loyal
15287,Stephanie Baker,Northwest,2,1681.45,16084942.547585148,4594,840.73,5,5,2012-07-27,2014-04-09,21,80.07,Loyal
15474,Cameron Lal,Southwest,2,1676.46,24184609.600810263,6224,838.23,4,4,2012-11-20,2014-05-14,18,93.14,Loyal
15528,Lucas Ramirez,Northwest,2,1676.46,16084942.547585148,4594,838.23,4,4,2013-01-19,2014-05-02,16,104.78,Loyal
15290,Edward Thompson,Northwest,2,1676.46,16084942.547585148,4594,838.23,4,4,2012-08-13,2014-04-07,20,83.82,Loyal
14022,Taylor Lee,Northwest,2,1668.8975,16084942.547585148,4594,834.45,6,6,2012-07-13,2014-04-07,21,79.47,Loyal
15342,Ashlee Raji,Southwest,2,1646.96,24184609.600810263,6224,823.48,4,4,2012-09-15,2014-04-05,19,86.68,Loyal
14614,Dylan Bryant,Southwest,2,1645.5482,24184609.600810263,6224,822.77,6,6,2011-10-28,2013-12-18,26,63.29,VIP
19195,Darren Romero,United Kingdom,2,1637.3775,7670721.035475045,3219,818.69,6,6,2012-07-17,2014-03-28,20,81.87,Loyal
15422,Kelly Griffin,Northwest,2,1633.94,16084942.547585148,4594,816.97,5,5,2012-11-14,2014-05-09,18,90.77,Loyal
15256,Dalton Ramirez,Southwest,2,1631.46,24184609.600810263,6224,815.73,4,4,2012-07-16,2014-04-19,21,77.69,Loyal
15428,Richard Howard,Southwest,2,1631.46,24184609.600810263,6224,815.73,4,4,2012-11-15,2014-05-11,18,90.64,Loyal
15333,Marie Diaz,Southwest,2,1631.46,24184609.600810263,6224,815.73,4,4,2012-08-30,2014-04-02,20,81.57,Loyal
15467,Caleb Shan,Southwest,2,1631.46,24184609.600810263,6224,815.73,4,4,2012-11-22,2014-05-29,18,90.64,Loyal
15347,Deanna Alonso,Southwest,2,1631.46,24184609.600810263,6224,815.73,4,4,2012-09-20,2014-04-14,19,85.87,Loyal
15312,Alexandria Gonzales,Southwest,2,1631.46,24184609.600810263,6224,815.73,4,4,2012-08-11,2014-04-02,20,81.57,Loyal
15537,Destiny Peterson,Southwest,2,1631.46,24184609.600810263,6224,815.73,4,4,2013-01-05,2014-05-23,16,101.97,Loyal
15188,Isaac Watson,Northwest,2,1631.46,16084942.547585148,4594,815.73,4,4,2012-06-13,2014-03-17,21,77.69,Loyal
15523,Jonathan Yang,Northwest,2,1631.46,16084942.547585148,4594,815.73,4,4,2013-01-07,2014-05-28,16,101.97,Loyal
21545,Michele Schmidt,United Kingdom,2,1631.46,7670721.035475045,3219,815.73,4,4,2013-05-19,2013-12-04,7,233.07,Regular
26533,Xavier Mitchell,Canada,2,1629.4075,16355770.454862092,4067,814.7,5,5,2013-01-29,2014-01-15,12,135.78,Regular
30110,Gary Vargas,Southwest,4,1625.2755,24184609.600810263,6224,406.32,14,6,2012-07-31,2013-04-30,9,180.59,Regular
15254,Carla Chapman,Southeast,2,1624.45,7879655.072151,486,812.23,4,4,2012-07-01,2014-03-14,20,81.22,Loyal
15308,Christy Lal,Southwest,2,1622.47,24184609.600810263,6224,811.24,3,3,2012-08-09,2014-04-02,20,81.12,Loyal
15471,Destiny White,Southwest,2,1622.47,24184609.600810263,6224,811.24,3,3,2012-11-03,2014-05-04,18,90.14,Loyal
15341,Lacey Deng,Southwest,2,1622.47,24184609.600810263,6224,811.24,3,3,2012-09-16,2014-04-29,19,85.39,Loyal
15527,Megan Rivera,Southwest,2,1622.47,24184609.600810263,6224,811.24,3,3,2013-01-13,2014-05-19,16,101.4,Loyal
15339,Noah Zhang,Southwest,2,1622.47,24184609.600810263,6224,811.24,3,3,2012-09-14,2014-04-15,19,85.39,Loyal
15433,Adam Sharma,Southwest,2,1622.47,24184609.600810263,6224,811.24,3,3,2012-11-05,2014-05-03,18,90.14,Loyal
15531,Calvin Raji,Northwest,2,1622.47,16084942.547585148,4594,811.24,3,3,2013-01-05,2014-05-21,16,101.4,Loyal
15337,Rachel Gonzales,Southwest,2,1622.47,24184609.600810263,6224,811.24,3,3,2012-08-31,2014-04-26,20,81.12,Loyal
15497,Katelyn Phillips,Southwest,2,1622.47,24184609.600810263,6224,811.24,3,3,2012-12-02,2014-05-26,17,95.44,Loyal
15309,Dylan Wilson,Southwest,2,1622.47,24184609.600810263,6224,811.24,3,3,2012-08-22,2014-04-02,20,81.12,Loyal
15311,Brandon Thompson,Northwest,2,1622.47,16084942.547585148,4594,811.24,3,3,2012-08-08,2014-04-06,20,81.12,Loyal
15503,Caitlin James,Northwest,2,1622.45,16084942.547585148,4594,811.23,5,5,2012-12-07,2014-05-10,17,95.44,Loyal
21534,Warren Rai,United Kingdom,2,1622.45,7670721.035475045,3219,811.23,5,5,2013-04-30,2013-06-04,2,811.23,Regular
19305,Gabriella Young,United Kingdom,2,1622.3975,7670721.035475045,3219,811.2,4,4,2012-09-18,2014-05-14,20,81.12,Loyal
15410,Katherine Harris,Southwest,2,1619.9,24184609.600810263,6224,809.95,6,6,2012-11-27,2014-04-29,17,95.29,Loyal
29980,Tomas Manzanares,United Kingdom,4,1618.3930000000003,7670721.035475045,3219,404.6,40,8,2012-07-31,2013-04-30,9,179.82,Regular
